train_id,block_id,speed,dist_remaining,current_delay,hour_of_day,weather_code,priority,actual_time_remaining,next_delay,timestamp
TRN-002,BLK-019,75.96215440014159,93.79139880798283,0.7360048762375369,23,1,0,88.34882220784196,15.00209505892672,2023-11-12T05:37:00
TRN-010,BLK-020,21.91291055444284,20.569503231598684,4.127989519170871,17,1,0,67.17128731769972,14.977676343425724,2023-11-20T16:08:00
TRN-010,BLK-004,76.59925295761886,63.6921276759078,14.409988484402227,12,2,1,61.50636332058009,26.026470206935166,2023-06-22T07:54:00
TRN-010,BLK-016,26.29087250598492,72.50674307882875,6.426957447165391,10,0,1,136.25464126453826,-22.79045185411104,2023-11-19T13:23:00
TRN-006,BLK-014,45.92900452594999,98.87452341883862,7.858956604847681,21,1,1,127.37142136434895,6.064255899678291,2023-01-15T18:33:00
TRN-008,BLK-008,21.24741987906296,84.92486024600584,7.298980001027484,9,1,0,287.5800100772299,55.06203141865994,2023-06-01T17:36:00
TRN-009,BLK-015,88.96651548320753,48.55923937922357,10.733674046770707,9,0,1,26.67587459850627,4.660661640667369,2023-09-06T20:54:00
TRN-002,BLK-016,87.67546595604657,93.53049008405276,1.5966401658804417,13,0,1,59.380561577428594,-3.0296369298550756,2023-01-17T03:08:00
TRN-005,BLK-009,118.09709034106577,42.72446145818757,5.399409652487361,5,0,0,22.702347995328584,6.395315261403803,2023-07-27T03:47:00
TRN-010,BLK-010,60.56462484457545,25.968733854470216,0.9410133339698667,5,1,1,11.834953528936378,-12.950668698145503,2023-11-03T15:12:00
TRN-007,BLK-003,91.2087013317636,88.97232260608295,1.4039344442012955,15,0,0,61.54327907617115,4.418374951042983,2023-11-24T04:48:00
TRN-002,BLK-014,68.18075999079863,98.3413316708211,1.2432627282852438,12,2,0,127.42199594930224,42.123543668168864,2023-09-02T08:34:00
TRN-004,BLK-002,66.71931748422264,81.29791366934175,6.021312112499087,1,1,0,86.69277515781265,19.60370478904619,2023-09-11T22:43:00
TRN-008,BLK-006,104.22069047486606,19.346098785880095,3.3710742657947006,1,2,1,13.008627750924765,5.2421253813704904,2023-06-24T06:48:00
TRN-003,BLK-013,84.97862242046149,8.62474505432087,4.9621864621012035,2,1,1,6.67137126860456,5.543970861448041,2023-12-15T10:58:00
TRN-001,BLK-013,89.39789247719246,74.6904011352288,13.214456259146354,8,0,1,36.57005346121341,-0.3444580207650798,2023-07-18T23:14:00
TRN-006,BLK-013,104.64489401874536,70.31044402021513,8.962335903035378,16,1,0,57.55096805733433,26.199567864873142,2023-01-04T01:27:00
TRN-007,BLK-007,87.54760083886895,8.153371069041892,0.6587496871244223,10,0,1,12.694324877542925,7.765231386155938,2023-07-07T08:37:00
TRN-007,BLK-016,104.79048740615694,0.06325984080083336,1.8669658253585046,16,1,0,1.0,2.8307450715286393,2023-05-21T23:16:00
TRN-010,BLK-002,89.1531766435715,25.569431381538422,10.54132614791638,11,0,1,12.091508317428667,5.4246323501719775,2023-10-20T09:46:00
TRN-003,BLK-001,57.1934181662042,48.74286672473788,4.782040055445614,7,2,1,64.58492958803487,18.232204538421364,2023-02-28T04:47:00
TRN-003,BLK-017,42.838462029787195,47.77361964113306,0.9335469959974013,3,2,0,109.81647408097564,43.837787475429266,2023-06-28T15:28:00
TRN-010,BLK-004,31.555420037384543,41.794232920361196,1.1411304098188553,12,1,0,93.99214624864015,15.665027709442084,2023-04-15T11:36:00
TRN-008,BLK-006,78.49933741557527,37.42187386423355,2.1502814294953057,5,2,0,38.99513227716487,12.542466143328078,2023-10-19T11:14:00
TRN-009,BLK-001,94.77928581743579,88.07759848196476,13.30463019536662,22,0,0,54.27949724487119,11.826628706841475,2023-12-03T15:43:00
TRN-008,BLK-015,114.48936297369336,85.58350932555436,8.405288431693625,11,1,0,50.484884388497036,14.038752337458552,2023-06-06T05:33:00
TRN-004,BLK-020,103.22312998547523,6.06147140375618,4.507089511771793,10,1,0,6.700781137488123,7.6845490422078315,2023-11-26T08:11:00
TRN-008,BLK-005,93.86121882840301,2.0563096090149613,6.860983439690786,20,1,0,11.401315883570403,16.947820584534618,2023-10-06T22:29:00
TRN-001,BLK-020,108.83684300156153,60.55077620564722,1.3956774175263587,7,0,0,21.177575599610833,-10.807415441674207,2023-02-27T01:17:00
TRN-004,BLK-003,60.31791771452817,3.331308203972505,7.4860547976052425,15,0,1,1.0,5.172304923408117,2023-07-31T07:24:00
TRN-009,BLK-009,116.92519489785718,31.99689724831615,2.8475807309099417,6,2,0,18.926586945093415,5.355004666901097,2023-07-06T03:10:00
TRN-007,BLK-013,56.671226590163975,62.829047394159474,8.507143101441867,8,0,1,60.870951652261105,2.8585738174143582,2023-09-19T17:55:00
TRN-003,BLK-018,42.754226086857884,31.035178379563156,7.135594986614244,6,2,1,51.55348525274789,15.135240696323862,2023-11-07T13:55:00
TRN-009,BLK-011,60.32000308703968,8.951131497833675,8.328528248010258,14,2,1,10.977391456049043,10.402274770635639,2023-07-03T00:22:00
TRN-010,BLK-009,21.45162173687633,50.233609731538344,19.193335969695354,14,2,1,169.07286309323257,47.76322819844235,2023-02-16T07:47:00
TRN-007,BLK-002,23.74958669489055,2.561465665416318,1.0078816782506719,14,0,1,8.820816184057414,3.3575140939588337,2023-12-27T08:37:00
TRN-005,BLK-001,43.228020977524956,69.04614208502669,1.800328281214332,19,2,1,114.57315575961974,20.538226459750188,2023-04-14T07:13:00
TRN-004,BLK-011,94.41429773352772,19.061847192661553,8.94118190888307,11,0,1,8.073850122452795,4.901285924918055,2023-04-05T05:43:00
TRN-007,BLK-005,74.69814192060912,9.71139308506025,1.739369058712673,5,2,1,5.50935064171045,-0.5517900595506162,2023-01-26T16:51:00
TRN-003,BLK-002,31.371977875943863,99.45354235880887,5.144135239766365,9,2,0,281.9702215069304,96.90599420337713,2023-09-26T23:29:00
TRN-010,BLK-014,96.76373007387494,22.972985238965638,1.160776043609756,14,1,1,19.395059355064603,6.311044367100802,2023-01-16T14:50:00
TRN-002,BLK-003,98.5049357071945,38.181216208328415,10.29317578490218,5,0,0,25.96239218864069,12.999139693549724,2023-07-08T19:18:00
TRN-002,BLK-010,107.01515731110757,30.896743556834316,3.643969347948875,12,2,0,31.363421329017132,17.684567817202343,2023-01-04T23:10:00
TRN-010,BLK-008,44.91404958488279,83.64584686186855,15.123013467409812,21,0,0,117.04989721217072,20.43168809783122,2023-03-06T03:37:00
TRN-004,BLK-006,99.04498916761753,78.99505376772987,3.968266117203414,10,1,0,60.33936320086341,16.453585757694313,2023-05-13T11:28:00
TRN-004,BLK-008,103.07975794067335,81.85197561589523,0.6238444531113496,23,1,0,48.044006687287705,1.0239816254913345,2023-12-13T05:19:00
TRN-005,BLK-007,94.1225903008498,90.70022445078352,3.283990401161688,12,1,0,68.01088972802492,13.476523774432977,2023-05-15T01:22:00
TRN-005,BLK-018,107.77994607023405,48.76059542618546,2.451969060958651,12,0,1,23.932625947673486,-0.7599326353570128,2023-12-30T11:17:00
TRN-002,BLK-002,78.41565732081031,99.85580758970157,27.206960671475315,5,0,1,65.33985534028851,16.141813999594476,2023-04-18T23:31:00
TRN-006,BLK-017,76.1418576825898,47.53048642300332,5.324915146889647,17,1,0,53.605717751412996,21.476474670793532,2023-05-11T00:57:00
TRN-009,BLK-015,98.69935155598459,55.586849903175576,3.2728045443944147,19,2,1,36.751004387557856,6.232188808706329,2023-08-16T08:15:00
TRN-004,BLK-006,116.34955867774909,30.848822760124484,3.973957611186641,8,0,1,15.768695567741428,3.834304349398351,2023-10-22T23:39:00
TRN-006,BLK-003,49.598235751101754,73.55416785277676,0.0638316572262461,18,0,1,66.07114039983641,-22.845008870355144,2023-07-10T23:34:00
TRN-009,BLK-018,106.98075942705431,27.277819326242348,0.7577897991813182,14,0,1,15.189927287684899,0.648992640153751,2023-06-14T09:56:00
TRN-002,BLK-019,92.73074412622871,36.226031946537,1.8144264862099608,6,2,0,37.42951557957109,15.804445949654962,2023-01-21T21:53:00
TRN-007,BLK-013,108.71138729490652,30.508085075432913,1.7114608528650943,8,1,0,27.203247536389473,12.07668295259694,2023-10-10T03:40:00
TRN-007,BLK-004,113.12450710069314,16.750328283898508,0.9433842071240918,7,0,0,11.392491987845206,3.451685467496483,2023-07-17T23:29:00
TRN-003,BLK-017,107.60606956781085,78.71274440621964,5.165961934168499,12,2,1,47.80321926379976,9.079792027434515,2023-02-08T19:28:00
TRN-003,BLK-016,42.318630742328665,8.40094779692302,8.702888326988319,23,1,0,10.839780951102453,7.631677382239925,2023-06-22T21:07:00
TRN-009,BLK-020,107.32525060102704,85.76897085847206,14.398277865618375,4,1,0,58.73298177416125,25.18226140600259,2023-03-01T13:52:00
TRN-010,BLK-014,25.078224961253397,98.30053111425384,3.5353345878566693,4,0,0,229.3899098662444,-2.2601355306412763,2023-07-25T16:02:00
TRN-002,BLK-018,112.86605613349906,94.19534395255525,0.6028503981857846,5,2,0,69.25228203705707,19.780549954320467,2023-07-25T01:21:00
TRN-004,BLK-004,73.05689402309676,41.33511205923814,6.22944540754772,3,2,0,50.633402206795,22.915240660641558,2023-02-03T22:54:00
TRN-008,BLK-001,44.14421892072146,63.765379102813604,7.508650618915201,19,1,1,82.6889228557496,3.5288580752647967,2023-12-29T21:48:00
TRN-005,BLK-010,111.30950842815501,93.0366401120045,3.879316074928816,8,0,1,43.70384107673688,-2.5670814537209528,2023-10-14T19:00:00
TRN-008,BLK-016,107.23774241177702,27.441419430835758,0.953586704122318,5,1,1,7.143171403271218,-7.256839691484838,2023-01-24T18:08:00
TRN-007,BLK-004,106.58300994567225,24.284939095392254,17.397169464508572,13,2,0,17.990479690671222,21.71664899796665,2023-07-21T20:41:00
TRN-003,BLK-014,34.00941123570553,32.609250082132704,4.267422831364998,17,1,1,57.988324311149604,4.725936015592476,2023-08-16T23:09:00
TRN-008,BLK-008,113.22512121453917,76.40467814403857,19.509322623812785,22,0,0,35.58770537202055,14.608833861282484,2023-09-05T16:07:00
TRN-008,BLK-008,82.46616783354219,13.409211077988703,3.415899018769542,20,0,0,1.9770441479901235,-4.363211215281104,2023-07-08T10:54:00
TRN-010,BLK-004,35.640484253685436,76.32174802965893,2.7055009690142273,2,1,0,156.38315421168318,30.60260967176163,2023-06-10T08:13:00
TRN-010,BLK-002,97.12522304636992,95.21439603634965,15.638040642357591,22,0,1,49.362634616169366,6.181106221825541,2023-11-07T11:32:00
TRN-007,BLK-009,99.65845023328228,18.912898477715334,2.988607560472426,15,2,1,18.125213583182756,9.727191048498966,2023-05-01T07:31:00
TRN-003,BLK-005,69.54971547088992,50.67757116321863,0.4021385762369523,14,2,1,50.790256377613645,7.473247446111538,2023-12-18T16:53:00
TRN-008,BLK-016,55.25612041755031,45.92236438416987,1.2487096899654357,4,2,0,74.11055343723243,25.494346042373948,2023-12-29T01:33:00
TRN-002,BLK-005,54.01300485689478,30.496362810295274,0.32362820885920907,5,0,0,35.01573964098235,1.462678829009502,2023-07-13T08:10:00
TRN-010,BLK-006,49.20254033564875,56.90337732711115,8.46636781858516,22,1,1,70.41984830370217,9.495436371165928,2023-11-23T07:47:00
TRN-005,BLK-019,111.981032621897,86.51161962365784,6.475556645071211,7,2,0,73.09044924514373,33.21264536222432,2023-08-17T18:26:00
TRN-009,BLK-007,97.44404961123556,68.73029286374897,3.6416586170941274,14,0,0,41.57486882438707,2.8966773503017835,2023-03-09T22:06:00
TRN-009,BLK-008,90.91005598187931,81.87582286931814,6.251879939809806,8,2,0,80.36096629464203,32.575376791706304,2023-11-18T23:10:00
TRN-004,BLK-017,119.26438675719461,22.407298870514158,0.36324659202783305,20,2,0,17.3053934987108,6.39588743769448,2023-10-13T21:39:00
TRN-004,BLK-016,84.73495459829944,31.26549877980126,1.8911891522602995,10,2,0,33.724543072248615,13.476935600598008,2023-05-23T20:01:00
TRN-001,BLK-005,22.969964466008047,19.936905250578697,3.9809949830198454,1,2,1,62.01060665989787,13.914276194507385,2023-07-04T10:25:00
TRN-009,BLK-017,86.00440094910074,94.33169069066129,16.209693113951666,9,2,0,95.65841758131523,46.05867095753384,2023-10-18T11:26:00
TRN-001,BLK-002,62.49884739530643,92.62848279558641,1.4903175592905078,4,0,0,88.60123592941234,1.1665700792878417,2023-09-14T19:56:00
TRN-006,BLK-001,68.45874205685497,88.58398922330218,3.819602721668425,11,1,0,86.27289622567274,12.453921408420094,2023-07-08T00:52:00
TRN-001,BLK-018,94.46459572512,52.97241999359269,5.0907776703049255,5,0,1,17.635508647520382,-10.919601596247203,2023-11-29T05:45:00
TRN-001,BLK-001,75.73788336444298,25.213213019027116,0.8008170330224553,0,1,1,16.24834102491121,-2.924898701247499,2023-04-12T15:24:00
TRN-008,BLK-006,116.30611869650544,38.4309316011972,5.287690183551619,22,0,0,12.108391252917837,-2.4296673883953757,2023-01-09T19:26:00
TRN-001,BLK-006,52.9055137897358,97.63819773374478,2.8265915178372305,22,1,1,99.94985932707795,-7.954764946835694,2023-11-14T20:53:00
TRN-008,BLK-012,46.69853564896751,97.01489534758264,13.522592221309445,19,0,0,124.400908563275,13.275187085616103,2023-09-15T07:05:00
TRN-009,BLK-006,69.37744256810208,8.679271457676208,4.163129110895018,2,0,1,11.907984503465986,8.56498095532865,2023-01-15T19:08:00
TRN-006,BLK-014,87.39917181018075,48.47615529415247,7.076170487713842,1,2,0,55.09338555696827,28.89041555161005,2023-10-09T22:24:00
TRN-005,BLK-005,34.192997728014134,24.07654581221076,0.56301135072738,1,0,0,55.931443752527414,14.246250946849436,2023-11-29T05:26:00
TRN-001,BLK-015,92.78984238940433,9.75084722188797,0.7801616098052722,16,2,1,8.00574118521469,2.4807855726192796,2023-01-28T23:44:00
TRN-004,BLK-005,36.628196816809535,38.93628158521765,0.8852497353533708,8,0,1,52.68408000172315,-10.211503013088594,2023-05-05T09:21:00
TRN-006,BLK-013,90.2455546960848,3.5410436627977493,12.162849801297057,16,1,1,5.276957879189366,15.085535268029497,2023-04-30T08:45:00
TRN-009,BLK-018,32.27358462747606,73.10690521816254,2.5846992482419373,7,2,1,157.54566170683452,24.216908398728396,2023-10-14T06:57:00
TRN-004,BLK-003,83.20932624018661,6.69689672313768,10.633828650457213,21,1,1,4.564606282486887,10.369483401376456,2023-04-11T20:33:00
TRN-008,BLK-003,80.9694742805019,84.29233705696882,7.747375613942483,0,2,1,69.1312588347084,14.416326667111722,2023-07-18T07:06:00
TRN-006,BLK-006,77.2783470085877,4.721171084244258,1.1057370511160498,4,1,1,1.0,-1.5598468545952942,2023-03-13T20:57:00
TRN-002,BLK-020,55.90176156988254,62.276635871565766,3.1480762659579287,13,0,0,61.98656170776715,-1.7075875189875487,2023-09-22T15:28:00
TRN-006,BLK-015,54.865461890083296,24.900899723660597,6.005549009871075,8,1,0,31.586326961409103,10.36064648828042,2023-05-15T13:24:00
TRN-008,BLK-019,75.4987056644849,59.75545567856775,7.232763015884868,1,1,1,54.61409449310578,14.358264040286631,2023-09-25T22:47:00
TRN-006,BLK-019,66.66955429699438,56.44137884184028,5.486185803225281,11,1,1,52.53335929793615,7.224504303009764,2023-10-13T02:11:00
TRN-003,BLK-004,92.52729594666935,85.29748970702649,5.563356642986196,16,0,1,45.82997256611968,-3.9184501967399656,2023-05-21T03:36:00
TRN-010,BLK-001,56.590049721522064,25.457134154383443,1.9869789671126126,21,1,1,17.76819003574353,-7.235937327310278,2023-05-18T11:38:00
TRN-006,BLK-012,66.56291608680621,85.99239034858299,3.8374241675376157,20,2,1,91.36602011921335,17.68966147431676,2023-10-18T21:53:00
TRN-008,BLK-002,26.0172049246027,42.266090537128754,2.8445356391542065,8,2,1,111.85166043198211,17.223564419239114,2023-05-04T19:38:00
TRN-008,BLK-010,99.80447193816002,45.54431373623746,7.782920239844912,5,1,1,29.925659156638194,10.32845532882175,2023-12-21T10:06:00
TRN-004,BLK-015,50.58641674738133,67.7381824370645,0.5968503282425834,19,0,0,75.93994955982048,-3.806723285759345,2023-08-01T11:21:00
TRN-008,BLK-013,45.854768188667244,91.36022579276907,1.3569594193840064,13,0,0,115.77717571816409,-2.4087993074001073,2023-12-08T18:24:00
TRN-005,BLK-011,81.37340310584709,6.192942024866543,1.5129112204826156,10,0,0,1.0,-2.053402922833494,2023-06-05T17:32:00
TRN-003,BLK-003,80.42315782138047,28.686297887000844,6.074044391261859,20,1,0,23.150258793292508,7.822782529983948,2023-12-20T03:12:00
TRN-004,BLK-016,48.66077349205926,98.44066259829967,5.4831959461251865,14,2,1,148.65031854151403,32.753615812953605,2023-03-23T19:18:00
TRN-006,BLK-005,117.67436947561914,62.00002003123005,5.584641454751681,2,1,0,37.2716350290316,11.243604850607058,2023-12-06T16:41:00
TRN-005,BLK-005,29.24898700702047,41.29436198710329,9.104402221872824,5,0,1,74.85631409580876,-0.7486009188947733,2023-09-11T18:42:00
TRN-008,BLK-007,83.03689160142238,54.66433212623071,1.8042564061904443,16,1,1,36.87126488104324,-0.8233070566449812,2023-12-18T19:44:00
TRN-005,BLK-012,85.0389787944558,65.58320145856551,5.8927335169337915,8,1,0,53.91279464394036,13.532723109615983,2023-05-27T18:19:00
TRN-007,BLK-019,65.5130307107757,0.7799154379996454,0.6850045536467259,9,1,1,7.6620941902560515,7.632814489727954,2023-09-26T21:47:00
TRN-006,BLK-019,23.43437828123362,33.43766378866151,0.9388943493826251,0,0,1,76.24263031416089,-8.430297559464403,2023-03-26T16:20:00
TRN-008,BLK-006,40.632829616556734,94.60600884769373,3.9470666394120606,0,2,0,210.04551206205295,74.29370504614208,2023-11-03T02:05:00
TRN-002,BLK-004,63.32894667962919,16.715911298408137,4.2492413317721835,21,2,1,8.961155542708621,-2.6268265516133065,2023-09-25T00:06:00
TRN-001,BLK-003,79.98916820664385,17.976484717164066,0.07820383701993686,23,0,0,12.340310930940364,-1.0656744943085503,2023-01-09T10:15:00
TRN-005,BLK-006,63.66860531383707,79.84337386221576,1.8523099969622259,0,1,1,70.74549057581723,-2.6449726608884356,2023-11-17T20:44:00
TRN-004,BLK-018,27.46804924418808,51.65906956199817,4.327385865020271,9,1,0,144.4990911017414,35.98467498201689,2023-08-24T23:54:00
TRN-005,BLK-006,31.412383952983983,45.89184188429817,3.988863755985275,7,1,0,110.64725180158295,26.97926922654268,2023-01-09T13:23:00
TRN-006,BLK-007,27.225723873790525,81.58055984614975,3.8696897206154053,18,0,0,179.81101689378752,3.893619466240431,2023-07-28T05:32:00
TRN-002,BLK-017,59.006558980662966,21.03636374416473,27.044215239068983,23,2,1,27.040193254652348,32.693874179332425,2023-01-22T18:05:00
TRN-006,BLK-014,30.221098306067667,68.74322746113737,5.572224870682464,22,2,0,213.39945831103773,82.49108257958643,2023-02-20T03:26:00
TRN-001,BLK-010,100.58700105438683,76.60025973234154,0.04027512374741772,10,1,1,43.562072423395335,-2.0895961012761175,2023-08-11T04:26:00
TRN-008,BLK-019,56.08551329057785,66.24312579351478,1.4804351639824969,6,1,1,68.78103487073867,-0.6050927266577535,2023-05-08T23:28:00
TRN-008,BLK-007,27.64855162271292,6.771591856305692,1.1037773639823931,15,1,0,10.529052987783892,-3.06217128602566,2023-07-22T07:09:00
TRN-007,BLK-005,21.98064535832603,44.46764625642504,7.7482782852080145,13,0,0,124.08397726097807,10.450069905541524,2023-09-08T12:35:00
TRN-008,BLK-016,57.13815070293616,72.6911443724843,11.867851978093194,7,0,0,73.40577343709833,8.941636915519362,2023-06-04T16:32:00
TRN-007,BLK-015,55.4829353120442,41.070851501770115,0.3001494024596145,2,1,1,40.61829828454075,-3.4961290877664366,2023-02-25T17:27:00
TRN-003,BLK-009,74.2056413098359,46.490328438814544,2.504548553405624,12,2,1,45.76391874447533,10.678067739415884,2023-09-03T19:55:00
TRN-007,BLK-003,61.87302827367281,1.8508412012099962,1.6645307174211887,12,0,1,6.672579018966775,6.5422974381857735,2023-08-25T23:34:00
TRN-009,BLK-004,44.59228859359308,86.50332485711893,2.7026609864867055,3,2,1,139.41041944209647,25.720770118390845,2023-12-23T04:01:00
TRN-004,BLK-014,47.8427647491442,52.0707141814522,1.0491537149600583,19,2,0,101.05376392925882,36.800611908574325,2023-06-21T15:44:00
TRN-008,BLK-011,45.615956932221984,59.29364479599154,9.690669406820014,19,2,0,113.29216419935636,44.99217141212123,2023-09-19T18:47:00
TRN-003,BLK-013,53.229325106045415,20.67867541648123,8.07541456150745,14,1,0,25.891252351051268,10.657700989788427,2023-09-08T03:47:00
TRN-008,BLK-008,40.85301669167137,74.0987824244581,0.19985364333541658,7,0,1,86.1671126051137,-22.460418006233567,2023-06-03T06:33:00
TRN-007,BLK-012,34.728907352044,73.07390476314082,2.8671807535207967,16,0,1,101.53850742767735,-21.841712617905902,2023-10-04T09:25:00
TRN-010,BLK-001,55.039179339077705,43.92902518636994,0.5573941371978037,5,2,0,72.67230199464824,25.341236622951705,2023-11-11T11:13:00
TRN-010,BLK-010,49.45671995021581,41.69567559165689,1.021789759911508,17,0,0,51.69069527704523,2.1280439737863848,2023-11-07T16:57:00
TRN-005,BLK-009,58.41059909513411,42.52791960236173,4.9883362261435575,12,0,0,46.36366111650791,7.666857733215911,2023-01-19T12:12:00
TRN-006,BLK-009,82.78110554381729,14.859302279266451,0.7989010165191618,14,0,0,2.121696952628918,-7.849470042133454,2023-05-02T21:00:00
TRN-004,BLK-004,84.46291930786744,55.048284527890104,1.4676611793377794,18,2,0,45.987166489520334,8.350128248816253,2023-03-29T20:19:00
TRN-010,BLK-013,48.842167573689466,85.90939134120931,3.7053660209048966,13,1,1,109.22164913295498,7.391906117273145,2023-07-11T08:53:00
TRN-006,BLK-020,78.07054114347018,42.408509268101966,0.09534828934319348,19,2,1,30.447371409811332,-2.0497347505984598,2023-07-25T21:44:00
TRN-002,BLK-007,112.73169113949523,8.296316008866956,3.8065984814085585,13,0,0,10.656472193089044,10.047462645375951,2023-11-13T06:28:00
TRN-005,BLK-019,86.23256582516407,37.88947336947716,9.523499388758584,4,2,1,37.76916236576592,20.92943829695201,2023-09-23T13:10:00
